,Subject_ID,Sex,ROI,Median
73,201515,0.0,74,-4.160297248745337e-05
74,201515,0.0,75,-3.972306330979336e-06
75,201515,0.0,76,-7.244180596899241e-05
76,201515,0.0,77,-1.4365635934154852e-06
77,201515,0.0,78,1.32937802845845e-05
78,201515,0.0,79,-4.885988118985551e-06
79,201515,0.0,80,-1.4947429008316249e-05
80,201515,0.0,81,-4.379374558993732e-06
81,201515,0.0,82,-4.9181202484760433e-05
82,201515,0.0,83,-2.2968731627770467e-06
83,201515,0.0,84,-4.511547740548849e-05
84,201515,0.0,85,-3.048917207593149e-08
85,201515,0.0,86,-9.299033081333619e-06
86,201515,0.0,87,-3.180755854259587e-07
87,201515,0.0,88,-5.597525159828365e-05
88,201515,0.0,89,1.4978216313465964e-05
89,201515,0.0,90,-5.196782876737416e-05
90,201515,0.0,91,-3.2672306815584307e-06
91,201515,0.0,92,-1.6909716578084044e-05
92,201515,0.0,93,-2.4310133994731586e-05
93,201515,0.0,94,-3.111681871814653e-05
94,201515,0.0,95,-5.828957682751934e-06
95,201515,0.0,96,-9.112373663811013e-05
96,201515,0.0,97,-2.2860735953145195e-06
97,201515,0.0,98,1.1603463917708723e-05
98,201515,0.0,99,8.082562885647349e-07
99,201515,0.0,100,-3.742968874576036e-05
100,201515,0.0,101,2.015408426814247e-06
101,201515,0.0,102,-2.2897005692357197e-05
102,201515,0.0,103,-2.1408241082099266e-05
103,201515,0.0,104,-3.2226402254309505e-05
104,201515,0.0,105,-5.496618541656062e-06
105,201515,0.0,106,-2.5549341444275342e-05
106,201515,0.0,107,1.1566824582587287e-06
107,201515,0.0,108,1.4938021308807947e-06
108,201515,0.0,109,-2.5500379706500098e-05
109,201515,0.0,110,-2.313930235686712e-05
110,201515,0.0,111,3.247572385589592e-05
111,201515,0.0,112,-1.2001759387203492e-05
112,201515,0.0,113,1.2152153885836015e-05
113,201515,0.0,114,1.9310659808979835e-05
114,201515,0.0,115,4.000905391876586e-05
115,201515,0.0,116,1.6195002444874262e-05
116,201515,0.0,117,1.5337371223722585e-05
117,201515,0.0,118,-3.5865705285687e-06
118,201515,0.0,119,-7.304565997401369e-06
119,201515,0.0,120,-4.8964146117214113e-05
120,201515,0.0,121,3.0116857487882953e-06
121,201515,0.0,122,-1.7462065216022893e-06
122,201515,0.0,123,8.013364094949793e-06
123,201515,0.0,124,2.2328682462102734e-05
124,201515,0.0,125,-3.286776859567908e-06
125,201515,0.0,126,1.688109477981925e-06
126,201515,0.0,127,-8.452137535641668e-06
127,201515,0.0,128,-2.5149493012577295e-06
128,201515,0.0,129,1.892859302188299e-06
129,201515,0.0,130,3.364804342709249e-06
130,201515,0.0,131,-2.787044991237053e-06
131,201515,0.0,132,9.74990052782232e-06
132,201515,0.0,133,1.5530073369518504e-06
133,201515,0.0,134,-3.454512238931784e-06
134,201515,0.0,135,4.126884959987365e-06
135,201515,0.0,136,5.249711193755502e-06
136,201515,0.0,137,-3.361391918588197e-06
137,201515,0.0,138,3.6355500014906283e-06
138,201515,0.0,139,-2.614968792613581e-07
139,201515,0.0,140,7.572834874736145e-06
140,201515,0.0,141,2.8504717874966445e-07
141,201515,0.0,142,2.6025438728538575e-06
142,201515,0.0,143,-1.416582392721466e-06
143,201515,0.0,144,1.5151694583437347e-06
144,201515,0.0,145,2.387148583693488e-06
145,201515,0.0,146,1.9806038835668005e-06
146,201515,0.0,147,-1.4756305972696282e-06
147,201515,0.0,148,-6.310103344731033e-06
148,201515,0.0,149,-6.4126170400413685e-06
149,201515,0.0,150,-2.336637066946423e-06
150,201515,0.0,151,-1.4945842394809006e-06
151,201515,0.0,152,3.1801347404325497e-06
152,201515,0.0,153,-3.381202077434864e-06
153,201515,0.0,154,-6.528180165332742e-06
154,201515,0.0,155,6.623318711262982e-07
155,201515,0.0,156,-1.9672101529977226e-06
156,201515,0.0,157,-1.245665771421045e-06
157,201515,0.0,158,-1.3837159258400789e-05
158,201515,0.0,159,-9.107308756028942e-07
159,201515,0.0,160,-4.180720765134538e-07
160,201515,0.0,161,4.127138481635484e-06
161,201515,0.0,162,3.8167519960552454e-05
162,201515,0.0,163,1.355198548935732e-06
163,201515,0.0,164,-1.4215294413588708e-05
164,201515,0.0,165,-1.3442178897093982e-05
165,201515,0.0,166,-1.1746261407097336e-05
166,201515,0.0,167,4.5737817799818e-06
167,201515,0.0,168,1.9007827631867258e-06
168,201515,0.0,169,-2.1054424905742053e-06
169,201515,0.0,170,-5.155361577635631e-06
170,201515,0.0,171,1.412630069808074e-06
171,201515,0.0,172,-1.5230852113745641e-05
172,201515,0.0,173,6.5763865677581634e-06
173,201515,0.0,174,-3.6765425193152623e-06
174,201515,0.0,175,-5.26171925230301e-06
175,201515,0.0,176,-2.3078060621628538e-05
176,201515,0.0,177,-1.1099020412075333e-05
177,201515,0.0,178,3.660059974208707e-06
178,201515,0.0,179,-5.207818958297139e-06
179,201515,0.0,180,-7.617397841386264e-06
180,201515,0.0,181,6.381550520018209e-06
181,201515,0.0,182,8.639377028885065e-06
182,201515,0.0,183,2.6055761281895684e-06
183,201515,0.0,184,-1.2776688890880905e-05
184,201515,0.0,185,9.851730283116922e-06
185,201515,0.0,186,-1.3648823369294405e-06
186,201515,0.0,187,-1.2445825177564984e-05
187,201515,0.0,188,4.226697228659759e-06
188,201515,0.0,189,-2.553731405896542e-06
189,201515,0.0,190,-4.8936080929706804e-06
190,201515,0.0,191,1.4565827086698846e-06
191,201515,0.0,192,1.9890175906311924e-07
192,201515,0.0,193,2.0389502424222883e-06
193,201515,0.0,194,6.3562979448761325e-06
194,201515,0.0,195,1.5417674035234086e-06
195,201515,0.0,196,-2.091402348014526e-05
196,201515,0.0,197,-1.689652322056645e-06
197,201515,0.0,198,3.941683189623291e-06
198,201515,0.0,199,-4.9078389565693215e-06
199,201515,0.0,200,-1.1552620549082349e-07
200,201515,0.0,201,4.450833785085706e-06
201,201515,0.0,202,-1.933557314259815e-06
202,201515,0.0,203,1.673046767791675e-06
203,201515,0.0,204,-1.477315709053073e-05
204,201515,0.0,205,-5.295461733112461e-06
205,201515,0.0,206,-6.8418908085732255e-06
206,201515,0.0,207,-3.480305167613551e-06
207,201515,0.0,208,6.805217935834662e-07
208,201515,0.0,209,1.917284635055694e-06
209,201515,0.0,210,3.239414013478381e-06
210,201515,0.0,211,1.4924166293894814e-06
211,201515,0.0,212,1.6225876606767997e-05
212,201515,0.0,213,-3.889488652930595e-06
213,201515,0.0,214,-2.100047731801169e-05
214,201515,0.0,215,4.0522529616282554e-06
215,201515,0.0,216,-1.9624409105745144e-05
216,201515,0.0,217,8.134054496622412e-06
217,201515,0.0,218,1.7862643289845437e-05
218,201515,0.0,219,-2.699061224120669e-05
219,201515,0.0,220,-1.681936191744171e-05
220,201515,0.0,221,4.228739271638915e-06
221,201515,0.0,222,-2.9869879654143006e-06
222,201515,0.0,223,3.128390289930394e-06
223,201515,0.0,224,2.4788337213976774e-06
224,201515,0.0,225,-2.2606049014939344e-06
225,201515,0.0,226,1.010024448078184e-06
226,201515,0.0,227,-1.4942738744139206e-05
227,201515,0.0,228,-4.465165261535731e-06
228,201515,0.0,229,3.0234208452384337e-06
229,201515,0.0,230,-4.8493252506887075e-06
230,201515,0.0,231,1.870942696768907e-06
231,201515,0.0,232,1.0273416137351887e-05
232,201515,0.0,233,8.763541700318456e-06
233,201515,0.0,234,5.6583194236736745e-06
234,201515,0.0,235,1.3116052741679596e-06
235,201515,0.0,236,-5.190609499550192e-06
236,201515,0.0,237,3.32104423250712e-06
237,201515,0.0,238,-1.1964225450356025e-05
238,201515,0.0,239,-1.5964590147632407e-06
239,201515,0.0,240,-1.1180485671502538e-05
240,201515,0.0,241,-1.162309490609914e-05
241,201515,0.0,242,5.804125976283103e-06
242,201515,0.0,243,-2.6665220502763987e-06
243,201515,0.0,244,-6.53401148156263e-05
244,201515,0.0,245,6.16510533291148e-06
245,201515,0.0,246,9.509865776635706e-06
246,549757,1.0,1,-7.104452379280701e-06
247,549757,1.0,2,-6.249254511203617e-06
248,549757,1.0,3,-1.0463845683261752e-06
249,549757,1.0,4,3.373002925854962e-07
250,549757,1.0,5,9.537264304526616e-06
251,549757,1.0,6,4.72598472356367e-07
252,549757,1.0,7,1.4049412015992857e-06
253,549757,1.0,8,-7.773163360980107e-06
254,549757,1.0,9,-5.462339913719916e-06
255,549757,1.0,10,-9.746837804414099e-06
256,549757,1.0,11,-3.866666702379007e-06
257,549757,1.0,12,-8.982700819615275e-06
258,549757,1.0,13,1.2082788089173846e-05
259,549757,1.0,14,2.7844260330311954e-05
260,549757,1.0,15,-1.4233010006137192e-06
261,549757,1.0,16,-8.216169590014033e-06
262,549757,1.0,17,6.714760274917353e-06
263,549757,1.0,18,9.022970516525675e-06
264,549757,1.0,19,-1.696133381301479e-06
265,549757,1.0,20,1.1314286894048564e-05
266,549757,1.0,21,3.857739557133755e-06
267,549757,1.0,22,6.422093065339141e-06
268,549757,1.0,23,-1.7007114649914001e-07
269,549757,1.0,24,9.341964869236108e-06
270,549757,1.0,25,9.910437483995338e-07
271,549757,1.0,26,-5.344691999198403e-06
272,549757,1.0,27,1.4425379049498588e-05
273,549757,1.0,28,2.953477087430656e-05
274,549757,1.0,29,3.8106968531792518e-06
275,549757,1.0,30,-8.044510650506709e-06
276,549757,1.0,31,1.2865126336691901e-05
277,549757,1.0,32,-1.0678332728275564e-05
278,549757,1.0,33,-1.3955130384601944e-06
279,549757,1.0,34,2.7482386030897032e-05
280,549757,1.0,35,1.7955169823835604e-05
281,549757,1.0,36,2.646513621584745e-05
282,549757,1.0,37,4.765332505485276e-06
283,549757,1.0,38,-2.366164881095756e-05
284,549757,1.0,39,-3.0053414548092405e-06
285,549757,1.0,40,5.41526242159307e-06
286,549757,1.0,41,1.2621916539501399e-05
287,549757,1.0,42,6.722707723838539e-09
288,549757,1.0,43,1.7268794181291014e-06
289,549757,1.0,44,2.084601146634668e-05
290,549757,1.0,45,9.180376764561515e-06
291,549757,1.0,46,1.9504765077726915e-05
292,549757,1.0,47,9.506038622930646e-07
293,549757,1.0,48,1.881599564512726e-05
294,549757,1.0,49,2.047683665296063e-06
295,549757,1.0,50,1.3025914086028934e-05
296,549757,1.0,51,9.886108273349237e-06
297,549757,1.0,52,1.272067265745136e-05
298,549757,1.0,53,-8.093855399238237e-07
299,549757,1.0,54,4.814280600839993e-06
300,549757,1.0,55,4.945642899656377e-07
301,549757,1.0,56,4.138009671805776e-06
302,549757,1.0,57,1.6359774122065573e-06
303,549757,1.0,58,6.478512837304606e-08
304,549757,1.0,59,3.5006378311663866e-06
305,549757,1.0,60,-3.1877220862952527e-06
306,549757,1.0,61,-1.8497241853765445e-06
307,549757,1.0,62,-1.6484490515722428e-05
308,549757,1.0,63,3.3158571568492334e-06
309,549757,1.0,64,5.366493041947251e-06
310,549757,1.0,65,-6.124157835074584e-06
311,549757,1.0,66,-7.627602599313832e-06
312,549757,1.0,67,-5.184662541068974e-06
313,549757,1.0,68,-7.4911972660629544e-06
314,549757,1.0,69,1.1987911420874298e-05
315,549757,1.0,70,2.311309435754083e-05
316,549757,1.0,71,3.1369011139759095e-06
317,549757,1.0,72,-4.507581707002828e-06
318,549757,1.0,73,-3.150271822960349e-06
319,549757,1.0,74,-2.31235426326748e-05
320,549757,1.0,75,1.8306957372260513e-06
321,549757,1.0,76,2.8956561436643824e-05
322,549757,1.0,77,-2.590870963103953e-06
323,549757,1.0,78,-7.688467121624853e-06
324,549757,1.0,79,2.3798224901838694e-06
325,549757,1.0,80,-3.6790901503991336e-05
326,549757,1.0,81,2.514338000025873e-07
327,549757,1.0,82,-4.078992787981406e-05
328,549757,1.0,83,3.9099832349620556e-07
329,549757,1.0,84,1.6666801457176916e-05
330,549757,1.0,85,2.648420831974363e-06
331,549757,1.0,86,2.2511852876050398e-05
332,549757,1.0,87,1.957925007900485e-06
333,549757,1.0,88,-2.2265317966230214e-05
334,549757,1.0,89,8.550532584195025e-06
335,549757,1.0,90,-1.9933127987314947e-05
336,549757,1.0,91,1.933923215347022e-06
337,549757,1.0,92,-2.3184516066976357e-06
338,549757,1.0,93,2.210876664321404e-05
339,549757,1.0,94,7.530645120823465e-07
340,549757,1.0,95,-2.640905790940451e-06
341,549757,1.0,96,-9.877585398498923e-06
342,549757,1.0,97,-2.0385025436553406e-06
343,549757,1.0,98,-3.436602185047377e-07
344,549757,1.0,99,3.252550868637627e-06
345,549757,1.0,100,1.0089008355862461e-05
346,549757,1.0,101,1.1026129868696444e-05
347,549757,1.0,102,-5.560264617088251e-05
348,549757,1.0,103,-2.1601319986075396e-06
349,549757,1.0,104,7.116862889233744e-06
350,549757,1.0,105,-5.247683475317899e-06
351,549757,1.0,106,-2.659785059222486e-05
352,549757,1.0,107,4.628889200830599e-06
353,549757,1.0,108,-1.5232301393552916e-05
354,549757,1.0,109,8.755928320169915e-06
355,549757,1.0,110,-9.16798035177635e-06
356,549757,1.0,111,9.206761205859948e-06
357,549757,1.0,112,4.617097874870524e-05
358,549757,1.0,113,1.6386683455493767e-05
359,549757,1.0,114,4.377653021947481e-05
360,549757,1.0,115,7.084206299623474e-05
361,549757,1.0,116,-2.989870154124219e-05
362,549757,1.0,117,2.240924550278578e-05
363,549757,1.0,118,-4.3407837438280694e-05
364,549757,1.0,119,1.849146337917773e-05
365,549757,1.0,120,9.123918971454259e-06
366,549757,1.0,121,8.744580668462731e-07
367,549757,1.0,122,1.2457906450435985e-05
368,549757,1.0,123,1.6302876701956848e-06
369,549757,1.0,124,2.3144912120187655e-05
370,549757,1.0,125,6.00382099946728e-06
371,549757,1.0,126,6.112412847869564e-06
372,549757,1.0,127,6.613551022383035e-06
373,549757,1.0,128,-2.538473836466437e-06
374,549757,1.0,129,3.080444685110706e-06
375,549757,1.0,130,-9.011786232804297e-07
376,549757,1.0,131,2.2158932324600755e-06
377,549757,1.0,132,-4.513657813731697e-06
378,549757,1.0,133,3.2920652870416234e-07
379,549757,1.0,134,-3.1486238185607363e-06
380,549757,1.0,135,2.8511065011116443e-06
381,549757,1.0,136,1.1267453373875469e-05
382,549757,1.0,137,3.462199629211682e-06
383,549757,1.0,138,2.1505954919120995e-06
384,549757,1.0,139,1.4555249663317227e-06
385,549757,1.0,140,6.919419320183806e-06
386,549757,1.0,141,9.916969929690822e-07
387,549757,1.0,142,-2.921814939327305e-06
388,549757,1.0,143,4.388269161381686e-07
389,549757,1.0,144,4.661443199438509e-06
390,549757,1.0,145,4.920105538985808e-06
391,549757,1.0,146,5.512695224751951e-06
392,549757,1.0,147,2.2552734435521415e-06
393,549757,1.0,148,-3.92697029383271e-06
394,549757,1.0,149,-6.4190294324362185e-06
395,549757,1.0,150,-4.350075641923468e-06
396,549757,1.0,151,-7.687347647333809e-07
397,549757,1.0,152,-5.944524900769466e-06
398,549757,1.0,153,-5.905996545152448e-07
399,549757,1.0,154,-3.563200152711943e-07
400,549757,1.0,155,-5.087293857286568e-07
401,549757,1.0,156,6.30522345090867e-06
402,549757,1.0,157,-4.62177422377863e-06
403,549757,1.0,158,3.895196520886657e-07
404,549757,1.0,159,7.051485084730302e-08
405,549757,1.0,160,9.429150850337464e-06
406,549757,1.0,161,-6.26675756620898e-07
407,549757,1.0,162,4.141167892157682e-06
408,549757,1.0,163,-9.446021977055352e-06
409,549757,1.0,164,-4.525822532741586e-06
410,549757,1.0,165,1.7810212966651306e-06
411,549757,1.0,166,1.8663471564650536e-05
412,549757,1.0,167,-1.3520766515284777e-06
413,549757,1.0,168,-1.1782733963627834e-05
414,549757,1.0,169,7.437376098096138e-06
415,549757,1.0,170,2.0030940504511818e-05
416,549757,1.0,171,4.2777639919222565e-06
417,549757,1.0,172,-7.357368190241687e-07
418,549757,1.0,173,3.087316031269438e-06
419,549757,1.0,174,-5.573479484155541e-06
420,549757,1.0,175,-3.033584562217584e-06
421,549757,1.0,176,-4.564396022033179e-06
422,549757,1.0,177,1.7104597645811737e-05
423,549757,1.0,178,1.1431874099798733e-05
424,549757,1.0,179,-2.6556213015282992e-06
425,549757,1.0,180,-2.0720327142953465e-07
426,549757,1.0,181,-9.873976523522288e-06
427,549757,1.0,182,4.021029099021689e-06
428,549757,1.0,183,4.90793036078685e-06
429,549757,1.0,184,-1.2497179341153242e-05
430,549757,1.0,185,-3.342247282489552e-06
431,549757,1.0,186,-8.126688044285402e-06
432,549757,1.0,187,7.1881786425365135e-06
433,549757,1.0,188,4.823953076993348e-06
434,549757,1.0,189,-2.403283451712923e-05
435,549757,1.0,190,-1.299155246670125e-05
436,549757,1.0,191,-7.428140179399634e-06
437,549757,1.0,192,-4.71016755909659e-06
438,549757,1.0,193,3.036859652638668e-06
439,549757,1.0,194,-6.45664795229095e-06
440,549757,1.0,195,-2.0291815417294856e-05
441,549757,1.0,196,-2.063940337393433e-05
442,549757,1.0,197,-7.376401299552526e-06
443,549757,1.0,198,-9.42869246500777e-06
444,549757,1.0,199,-4.4789240405407327e-07
445,549757,1.0,200,5.023686981076025e-06
446,549757,1.0,201,-5.035308277001604e-07
447,549757,1.0,202,1.0553682841418777e-05
448,549757,1.0,203,7.5542970989772584e-06
449,549757,1.0,204,5.7679048950376455e-06
450,549757,1.0,205,-3.581442115319078e-06
451,549757,1.0,206,5.882405275769997e-06
452,549757,1.0,207,3.78634422304458e-06
453,549757,1.0,208,4.664817424782086e-06
454,549757,1.0,209,4.762969183502719e-06
455,549757,1.0,210,5.804261263619992e-06
456,549757,1.0,211,1.8144976820622105e-05
457,549757,1.0,212,8.607192398812913e-07
458,549757,1.0,213,-3.587366109059076e-06
459,549757,1.0,214,-1.4328858924272936e-05
460,549757,1.0,215,1.474579403293319e-05
461,549757,1.0,216,7.793442364345537e-06
462,549757,1.0,217,8.664501820021542e-06
463,549757,1.0,218,-6.832102371845394e-06
464,549757,1.0,219,1.2748669178108685e-06
465,549757,1.0,220,8.75307341630105e-06
466,549757,1.0,221,8.800089688065782e-07
467,549757,1.0,222,1.367644415495306e-07
468,549757,1.0,223,-1.4118410945229698e-05
469,549757,1.0,224,-1.2916774494442507e-06
470,549757,1.0,225,2.3257841803570045e-06
471,549757,1.0,226,-5.395928383222781e-06
472,549757,1.0,227,9.181150744552724e-06
473,549757,1.0,228,2.099968696711585e-05
474,549757,1.0,229,3.2604434636596125e-06
475,549757,1.0,230,-2.096104481097427e-06
476,549757,1.0,231,1.2849539416492917e-05
477,549757,1.0,232,-2.6191365577687975e-05
478,549757,1.0,233,-8.238803729909705e-06
479,549757,1.0,234,-1.6413158846262377e-05
480,549757,1.0,235,-6.571999165316811e-06
481,549757,1.0,236,-7.654620617358887e-07
482,549757,1.0,237,-1.7830358956416603e-05
483,549757,1.0,238,4.522204108070582e-05
484,549757,1.0,239,4.301748504076386e-06
485,549757,1.0,240,1.4065689356357325e-05
486,549757,1.0,241,-1.9029852182939067e-06
487,549757,1.0,242,8.94184904609574e-06
488,549757,1.0,243,-4.821120455744676e-06
489,549757,1.0,244,9.45901992963627e-05
490,549757,1.0,245,4.692505513048673e-06
491,549757,1.0,246,-2.377667260589078e-05
492,151526,0.0,1,-4.747047114506131e-06
493,151526,0.0,2,2.1352898329496384e-06
494,151526,0.0,3,-2.574078280304093e-06
495,151526,0.0,4,-1.1579279089346528e-05
496,151526,0.0,5,-1.580413936608238e-05
497,151526,0.0,6,-2.4234404008893762e-05
498,151526,0.0,7,-1.8029881516667956e-06
499,151526,0.0,8,-1.9610127310443204e-05
500,151526,0.0,9,-4.509076489966901e-07
501,151526,0.0,10,-1.8766162384054041e-06
502,151526,0.0,11,9.496635357209016e-06
503,151526,0.0,12,1.5307792182284174e-05
504,151526,0.0,13,-7.861805897846352e-06
505,151526,0.0,14,6.2045517097431e-06
506,151526,0.0,15,-2.646877874212805e-06
507,151526,0.0,16,4.754605470225215e-06
508,151526,0.0,17,1.6953796375673846e-06
509,151526,0.0,18,7.879410759414895e-07
510,151526,0.0,19,-1.358445115329232e-05
511,151526,0.0,20,-5.13888380737626e-06
512,151526,0.0,21,-1.0798644325404894e-05
513,151526,0.0,22,-1.5013074516900815e-05
514,151526,0.0,23,-5.861089675818221e-07
515,151526,0.0,24,-7.487802122341236e-06
516,151526,0.0,25,2.1662334859229304e-07
517,151526,0.0,26,-1.799054825823987e-05
518,151526,0.0,27,-2.8494487196439877e-06
519,151526,0.0,28,-6.239512231331901e-07
520,151526,0.0,29,1.2571606021083426e-05
521,151526,0.0,30,2.5909744181262795e-06
522,151526,0.0,31,-6.252749017221504e-06
523,151526,0.0,32,-2.4217026293626986e-05
524,151526,0.0,33,-9.809665698412573e-06
525,151526,0.0,34,-2.5801396077440586e-05
526,151526,0.0,35,-1.5148258171393536e-05
527,151526,0.0,36,-1.9932348550355528e-05
528,151526,0.0,37,3.9170700460999797e-07
529,151526,0.0,38,-2.4886709070415236e-05
530,151526,0.0,39,7.04035096532607e-06
531,151526,0.0,40,-4.4640666601480916e-05
532,151526,0.0,41,5.425853032647865e-06
533,151526,0.0,42,-7.973256401783146e-07
534,151526,0.0,43,2.8138750849393546e-06
535,151526,0.0,44,-5.312460052664392e-05
536,151526,0.0,45,-1.5687328414060175e-06
537,151526,0.0,46,-1.613034964975668e-05
538,151526,0.0,47,4.9051150199375115e-06
539,151526,0.0,48,-2.1004310838179663e-05
540,151526,0.0,49,-2.4165260583686177e-06
541,151526,0.0,50,-2.2135442350190715e-06
542,151526,0.0,51,-1.6003161249500408e-06
543,151526,0.0,52,-2.375028361711884e-05
544,151526,0.0,53,2.1370883587223943e-06
545,151526,0.0,54,-1.854770653153537e-05
546,151526,0.0,55,-1.5099998336154385e-06
547,151526,0.0,56,5.901684971831855e-06
548,151526,0.0,57,-1.9261658508185064e-06
549,151526,0.0,58,-2.6805948891706066e-06
550,151526,0.0,59,-5.160912223800551e-06
551,151526,0.0,60,-3.0644673643109854e-06
552,151526,0.0,61,-7.836588338250294e-07
553,151526,0.0,62,-1.6325432625308167e-05
554,151526,0.0,63,3.757279728233698e-06
555,151526,0.0,64,-1.1898591765202582e-05
556,151526,0.0,65,-6.3137715642369585e-06
557,151526,0.0,66,-1.4690066564071458e-05
558,151526,0.0,67,-6.726614856233937e-06
559,151526,0.0,68,-6.035958449501777e-06
560,151526,0.0,69,-5.667563414135657e-07
561,151526,0.0,70,3.5059142646787222e-06
562,151526,0.0,71,2.3726165636617225e-06
563,151526,0.0,72,5.4182482926989906e-06
564,151526,0.0,73,2.500738219168852e-06
565,151526,0.0,74,-1.098521170206368e-05
566,151526,0.0,75,1.6556193713768153e-06
567,151526,0.0,76,1.7526308511151e-05
568,151526,0.0,77,-1.1616017218329944e-05
569,151526,0.0,78,-2.395440787950065e-05
570,151526,0.0,79,1.594838465734938e-06
571,151526,0.0,80,9.191800018015783e-06
572,151526,0.0,81,-1.8584668737275933e-06
573,151526,0.0,82,-4.297447230783291e-05
574,151526,0.0,83,-1.3960766409581993e-05
575,151526,0.0,84,-2.567978845036123e-05
576,151526,0.0,85,-7.294512215594295e-06
577,151526,0.0,86,-8.126226475724252e-06
578,151526,0.0,87,-1.8955761333927512e-06
579,151526,0.0,88,-1.218898432853166e-05
580,151526,0.0,89,-5.807568413729314e-06
581,151526,0.0,90,-0.00010562346142251045
582,151526,0.0,91,-8.44140186018194e-06
583,151526,0.0,92,2.4206754460465163e-05
584,151526,0.0,93,-2.91403910068766e-06
585,151526,0.0,94,-3.266333806095645e-05
586,151526,0.0,95,-1.0997031949955272e-05
587,151526,0.0,96,-3.531594848027453e-05
588,151526,0.0,97,2.4928697257564636e-06
589,151526,0.0,98,-2.759267681540223e-05
590,151526,0.0,99,-3.1366312214231584e-06
591,151526,0.0,100,-1.4344054307002807e-05
592,151526,0.0,101,-1.1511232514749281e-05
593,151526,0.0,102,-6.89992230036296e-05
594,151526,0.0,103,-1.1749014447559603e-05
595,151526,0.0,104,-6.94411137374118e-05
596,151526,0.0,105,-3.8539410525118e-06
597,151526,0.0,106,-8.449118467979133e-06
598,151526,0.0,107,-1.0122188882633054e-06
599,151526,0.0,108,-8.959176511780242e-07
600,151526,0.0,109,2.067620152956806e-05
601,151526,0.0,110,-3.9782931708032265e-05
602,151526,0.0,111,-5.24501137988409e-06
603,151526,0.0,112,-9.04030184756266e-06
604,151526,0.0,113,-2.8062651836080477e-05
605,151526,0.0,114,-1.235089439433068e-05
606,151526,0.0,115,8.08177446742775e-06
607,151526,0.0,116,1.7536123777972534e-05
